Wall time,Step,Value
1677205987.3449993,18,0.7428169250488281
1677205995.0442948,42,1.6789393424987793
1677205995.8981993,45,2.26029634475708
1677205999.279455,56,1.5055230855941772
1677206003.9747422,71,0.8823104500770569
1677206005.0488832,74,1.1009286642074585
1677206011.1662776,94,2.1580281257629395
1677206031.5637267,155,2.0199484825134277
1677206032.4814851,158,2.3945062160491943
1677206035.1580129,167,3.289325714111328
1677206056.3204076,229,0.805538535118103
1677206058.3100758,234,0.6624993681907654
1677206065.4948273,255,3.127211332321167
1677206067.0520887,260,3.8058111667633057
1677206069.1338606,267,4.23291015625
1677206071.0112224,273,4.7017693519592285
1677206083.3208365,308,2.415797710418701
1677206084.2458963,310,1.6457682847976685
1677206086.9438238,318,6.085568904876709
1677206097.828983,347,5.468760967254639
1677206104.5612564,367,6.480052947998047
1677206123.2418163,421,1.0443732738494873
1677206123.4497795,422,1.0662389993667603
1677206129.906233,442,4.266993522644043
1677206130.9388323,445,4.59716796875
1677206136.2519333,460,5.462612152099609
1677206137.1017315,463,6.191109657287598
1677206137.477618,464,6.378908634185791
1677206140.283554,474,3.781040668487549
1677206160.863457,536,6.283934116363525
1677206169.7282875,563,2.544318437576294
1677206175.689057,579,6.319329261779785
1677206178.2767699,586,4.90354585647583
1677206178.745927,587,4.437513828277588
1677206189.3632858,620,6.840431213378906
1677206193.6973324,634,3.7445263862609863
1677206196.086148,642,6.132494926452637
1677206196.6835136,644,5.762227535247803
1677206197.7751074,647,5.476960182189941
1677206198.5015728,649,4.955848693847656
1677206203.3903162,661,3.2003936767578125
1677206206.7859855,671,2.9870119094848633
1677206219.7427294,714,8.319437026977539
1677206223.181061,722,7.96405029296875
1677206226.366304,730,5.4436798095703125
1677206234.9288745,752,1.475110411643982
1677206236.0557177,756,0.9196871519088745
1677206238.5287306,765,1.6394051313400269
1677206239.7050278,769,0.9960575699806213
1677206240.3506145,771,1.7279311418533325
1677206244.7938974,785,0.5955175161361694
1677206245.4567802,787,0.5910418033599854
1677206246.9533381,792,0.8672319054603577
1677206247.5226924,794,0.9032407402992249
1677206251.333024,802,1.4301562309265137
1677206252.9101362,808,1.7234176397323608
1677206253.2656775,809,1.8645110130310059
1677206262.8969789,836,3.6273653507232666
1677206285.5195205,907,3.0496044158935547
1677206286.1230538,909,2.785987377166748
1677206296.6691391,942,1.530813217163086
1677206297.5978086,945,2.0406875610351562
1677206302.9331715,962,3.1382501125335693
1677206305.7987916,971,1.80559504032135
1677206306.1201062,972,2.017714023590088
1677206308.1996427,978,1.9463778734207153
1677206308.530015,979,1.9119930267333984
1677206310.0441167,984,1.9949456453323364
1677206315.5770674,1002,4.120959758758545
1677206316.2562544,1005,3.8744702339172363
1677206319.1156886,1014,3.919835090637207
1677206337.496947,1063,4.421879768371582
1677206338.6020112,1066,3.880420446395874
1677206340.935952,1072,4.415097713470459
1677206342.7011683,1078,3.437772750854492
1677206344.3672204,1083,2.3126471042633057
1677206347.3869424,1093,1.2191249132156372
1677206349.3286896,1099,1.7375991344451904
1677206351.088879,1104,1.2295515537261963
1677206377.073598,1156,1.6051605939865112
1677206379.5702996,1161,0.9984554052352905
1677206380.0629203,1162,1.1437207460403442
1677206388.6997132,1180,1.4129308462142944
1677206396.1294794,1193,1.971621036529541
1677206402.49607,1206,1.7797132730484009
1677206420.7407665,1244,1.8102456331253052
1677206428.8760002,1261,2.4625070095062256
1677206438.8211608,1281,3.2666196823120117
1677206441.1105795,1287,3.118504524230957
1677206444.0034475,1294,2.637752056121826
1677206454.1685941,1316,2.5056381225585938
1677206455.6647143,1319,1.1113508939743042
1677206460.6106904,1330,1.3948885202407837
1677206461.7999754,1333,1.6534829139709473
1677206463.7793121,1336,1.9986246824264526
1677206464.139816,1337,1.4526571035385132
1677206483.2597303,1385,1.6356289386749268
1677206485.7012353,1391,1.8159242868423462
1677206486.1980135,1392,2.1016740798950195
1677206495.6398375,1414,1.9596242904663086
1677206499.871547,1426,1.9160622358322144
1677206503.135224,1436,2.4801628589630127
1677206515.2053304,1466,2.199404001235962
1677206518.4008713,1477,2.3974010944366455
1677206521.4783316,1485,1.1221234798431396
1677206523.626025,1491,1.3992516994476318
1677206538.955577,1523,4.145039081573486
1677206541.129892,1527,3.863565683364868
1677206552.8538375,1552,4.352761268615723
1677206559.6213963,1568,1.881052851676941
1677206560.0759392,1569,1.7675107717514038
1677206565.717945,1584,1.7430692911148071
1677206567.435018,1588,1.4479039907455444
1677206574.9984615,1605,1.7416869401931763
1677206588.2284455,1640,2.41047739982605
1677206590.9898784,1648,3.4288787841796875
1677206598.469544,1668,5.750505447387695
